tick;traderType;traderName;bidType;offeredPrice;clearedPrice;offeredQuantity;assignedQuantity
-74;FlexPowerplant2;KLINGENBERG 4;EnergySupplyMustRun;-64,28;24,43;12,75;12,75;
-74;FlexPowerplant2;WEISWEILER H;EnergySupplyMustRun;-63,91;24,43;97,5;97,5;
-74;FlexPowerplant2;NEURATH D;EnergySupplyMustRun;-63,91;24,43;97,5;97,5;
-74;FlexPowerplant2;NEURATH E;EnergySupplyMustRun;-63,84;24,43;90;90;
-74;FlexPowerplant2;BOXBERG N;EnergySupplyMustRun;-63,78;24,43;75;75;
-74;FlexPowerplant2;FLENSBURG 12;EnergySupplyMustRun;-63,66;24,43;3,75;3,75;
-74;FlexPowerplant2;NEURATH C;EnergySupplyMustRun;-63,33;24,43;45;45;
-74;FlexPowerplant2;NEURATH A;EnergySupplyMustRun;-63,33;24,43;45;45;
-74;FlexPowerplant2;NEURATH B;EnergySupplyMustRun;-63,33;24,43;45;45;
-74;FlexPowerplant2;WEISWEILER G;EnergySupplyMustRun;-63,26;24,43;90;90;
-74;FlexPowerplant2;HEIZKRAFTWERK POTSDAM SUD;EnergySupplyMustRun;-63,05;24,43;4;4;
-74;FlexPowerplant2;JENA SUD;EnergySupplyMustRun;-62,91;24,43;9,75;9,75;
-74;FlexPowerplant2;NIEDERAUSSEM F;EnergySupplyMustRun;-62,72;24,43;48;48;
-74;FlexPowerplant2;NIEDERAUSSEM E;EnergySupplyMustRun;-62,72;24,43;47,25;47,25;
-74;FlexPowerplant2;FRIMMERSDORF Q;EnergySupplyMustRun;-62,72;24,43;45;45;
-74;FlexPowerplant2;LEIPZIG GUD;EnergySupplyMustRun;-62,26;24,43;8,5;8,5;
-74;FlexPowerplant2;NIEDERAUSSEM C;EnergySupplyMustRun;-62,16;24,43;50,25;50,25;
-74;FlexPowerplant2;WEISWEILER E;EnergySupplyMustRun;-62,16;24,43;45;45;
-74;FlexPowerplant2;FRIMMERSDORF P;EnergySupplyMustRun;-62,08;24,43;45;45;
-74;FlexPowerplant2;WEISWEILER F;EnergySupplyMustRun;-62,08;24,43;45;45;
-74;FlexPowerplant2;NIEDERAUSSEM D;EnergySupplyMustRun;-62,08;24,43;45;45;
-74;FlexPowerplant2;NOSSENER 3;EnergySupplyMustRun;-62,08;24,43;3,75;3,75;
-74;FlexPowerplant2;NOSSENER 2;EnergySupplyMustRun;-62,08;24,43;3,75;3,75;
-74;FlexPowerplant2;NOSSENER 1;EnergySupplyMustRun;-62,08;24,43;3,75;3,75;
-74;FlexPowerplant2;NOSSENER BRUECKE;EnergySupplyMustRun;-61,83;24,43;13,5;13,5;
-74;FlexPowerplant2;NIEDERAUSSEM B;EnergySupplyMustRun;-61,6;24,43;22,75;22,75;
-74;FlexPowerplant2;NIEDERAUSSEM A;EnergySupplyMustRun;-61,6;24,43;22,75;22,75;
-74;FlexPowerplant2;FRIMMERSDORF M;EnergySupplyMustRun;-61,48;24,43;22,5;22,5;
-74;FlexPowerplant2;FRIMMERSDORF L;EnergySupplyMustRun;-61,48;24,43;22,5;22,5;
-74;FlexPowerplant2;OBERHAVEL 2;EnergySupplyMustRun;-61,48;24,43;15;15;
-74;FlexPowerplant2;FRIMMERSDORF O;EnergySupplyMustRun;-61,41;24,43;22,5;22,5;
-74;FlexPowerplant2;FRIMMERSDORF N;EnergySupplyMustRun;-61,41;24,43;22,5;22,5;
-74;FlexPowerplant2;KIRCHMOSER;EnergySupplyMustRun;-61,41;24,43;8,25;8,25;
-74;FlexPowerplant2;SCHWERIN-SUD;EnergySupplyMustRun;-61,41;24,43;3,5;3,5;
-74;FlexPowerplant2;FRIMMERSDORF F;EnergySupplyMustRun;-60,69;24,43;22,5;22,5;
-74;FlexPowerplant2;FRIMMERSDORF E;EnergySupplyMustRun;-60,69;24,43;22,5;22,5;
-74;FlexPowerplant2;WEISWEILER D;EnergySupplyMustRun;-60,69;24,43;22,5;22,5;
-74;FlexPowerplant2;OBERHAVEL 1;EnergySupplyMustRun;-60,69;24,43;15;15;
-74;FlexPowerplant2;KASSEL KOMBI-1;EnergySupplyMustRun;-60,2;24,43;1;1;
-74;FlexPowerplant2;WEISWEILER C;EnergySupplyMustRun;-59,94;24,43;22,5;22,5;
-74;FlexPowerplant2;EMSLAND LINGEN-C;EnergySupplyMustRun;-59,79;24,43;24;24;
-74;FlexPowerplant2;EMSLAND LINGEN-B;EnergySupplyMustRun;-59,79;24,43;24;24;
-74;FlexPowerplant2;FREIBURG WVK GT 1;EnergySupplyMustRun;-59,28;24,43;2;2;
-74;FlexPowerplant2;LANKOW;EnergySupplyMustRun;-55,61;24,43;1,25;1,25;
-74;FlexPowerplant2;HILTROP CC;EnergySupplyMustRun;-50,55;24,43;2,25;2,25;
-74;FlexPowerplant2;SUDSTADT;EnergySupplyMustRun;-49,38;24,43;1,75;1,75;
-74;FlexPowerplant2;KIRCHLENGERN;EnergySupplyMustRun;-49;24,43;8;8;
-74;FlexPowerplant2;HAGEN-KABEL;EnergySupplyMustRun;-44,77;24,43;11;11;
-74;FlexPowerplant2;FRIEDENSBRUCKE CC-1;EnergySupplyMustRun;-44,3;24,43;3,5;3,5;
-74;FlexPowerplant2;MUNCHEN SUD-6;EnergySupplyMustRun;-43,62;24,43;16,5;16,5;
-74;FlexPowerplant2;FRANKFURT ODER;EnergySupplyMustRun;-43,56;24,43;4;4;
-74;FlexPowerplant2;FRIEDENSBRUCKE CC-2;EnergySupplyMustRun;-42,23;24,43;2,75;2,75;
-74;FlexPowerplant2;FRIEDRICHSTRASSE NEW GT 1;EnergySupplyMustRun;-39,92;24,43;2;2;
-74;FlexPowerplant2;OBERHAUSEN GT 1;EnergySupplyMustRun;-39,92;24,43;2;2;
-74;FlexPowerplant2;KASSEL KOMBI-2;EnergySupplyMustRun;-37,39;24,43;1,5;1,5;
-74;FlexPowerplant2;DESSAU GT 1;EnergySupplyMustRun;-35,59;24,43;1,25;1,25;
-74;FlexPowerplant2;GERSTEINWERK G;EnergySupplyMustRun;-10,21;24,43;45,75;45,75;
-74;FlexPowerplant2;HERRENHAUSEN-II NO 1;EnergySupplyMustRun;-2,33;24,43;12,5;12,5;
-74;FlexPowerplant2;FRANKEN-I NO 2;EnergySupplyMustRun;2,92;24,43;55;55;
-74;FlexPowerplant2;LAUSWARD E;EnergySupplyMustRun;2,92;24,43;37,5;37,5;
-74;FlexPowerplant2;NEURATH F;EnergySupply;20,75;24,43;84;84;
-74;FlexPowerplant2;NEURATH G;EnergySupply;20,75;24,43;84;84;
-74;FlexPowerplant2;BOXBERG R;EnergySupply;20,8;24,43;50,75;50,75;
-74;FlexPowerplant2;NIEDERAUSSEM K;EnergySupply;21,3;24,43;76;76;
-74;FlexPowerplant2;LIPPENDORF R;EnergySupply;21,58;24,43;70;70;
-74;FlexPowerplant2;COTTBUS CHP S1;EnergySupply;21,58;24,43;3,5;3,5;
-74;FlexPowerplant2;COTTBUS CHP S2;EnergySupply;21,58;24,43;1,25;1,25;
-74;FlexPowerplant2;LIPPENDORF S;EnergySupply;21,63;24,43;70;70;
-74;FlexPowerplant2;BOXBERG Q;EnergySupply;21,63;24,43;68;68;
-74;FlexPowerplant2;SCHKOPAU-II A;EnergySupply;21,87;24,43;36;36;
-74;FlexPowerplant2;SCHKOPAU-II B;EnergySupply;21,87;24,43;36;36;
-74;FlexPowerplant2;SCHWARZE PUMPE A;EnergySupply;21,97;24,43;60;60;
-74;FlexPowerplant2;SCHWARZE PUMPE B;EnergySupply;22,02;24,43;60;60;
-74;FlexPowerplant2;DESSAU S1;EnergySupply;22,38;24,43;1,25;1,25;
-74;FlexPowerplant2;DESSAU S2;EnergySupply;22,38;24,43;1,25;1,25;
-74;FlexPowerplant2;CHEMNITZ NORD-II NO 3;EnergySupply;22,64;24,43;2,75;2,75;
-74;FlexPowerplant2;GOLDENBERG K;EnergySupply;22,75;24,43;6,5;6,5;
-74;FlexPowerplant2;UMMELN GT 1;EnergySupplyMustRun;23;24,43;7,5;7,5;
-74;FlexPowerplant2;JANSCHWALDE D;EnergySupply;23,02;24,43;37,5;37,5;
-74;FlexPowerplant2;KLINGENBERG 5;EnergySupply;23,02;24,43;2,25;2,25;
-74;FlexPowerplant2;KLINGENBERG 6;EnergySupply;23,02;24,43;2,25;2,25;
-74;FlexPowerplant2;JANSCHWALDE E;EnergySupply;23,13;24,43;37,5;37,5;
-74;FlexPowerplant2;JANSCHWALDE F;EnergySupply;23,13;24,43;37,5;37,5;
-74;FlexPowerplant2;CHEMNITZ NORD-II NO 2;EnergySupply;23,13;24,43;2,5;2,5;
-74;FlexPowerplant2;JANSCHWALDE B;EnergySupply;23,47;24,43;37,5;37,5;
-74;FlexPowerplant2;NIEDERAUSSEM G;EnergySupply;23,47;24,43;23,25;23,25;
-74;FlexPowerplant2;JANSCHWALDE C;EnergySupply;23,52;24,43;37,5;37,5;
-74;FlexPowerplant2;NIEDERAUSSEM H;EnergySupply;23,82;24,43;23,25;23,25;
-74;FlexPowerplant2;IRSCHING 3;EnergySupplyMustRun;23,89;24,43;55;55;
-74;FlexPowerplant2;LICHTERFELDE 3;EnergySupplyMustRun;23,89;24,43;18,75;18,75;
-74;FlexPowerplant2;MITTELSBUREN GT 3;EnergySupplyMustRun;23,89;24,43;10;10;
-74;FlexPowerplant2;CHARLOTTENBURG GT 1;EnergySupplyMustRun;23,89;24,43;8,75;8,75;
-74;FlexPowerplant2;CHARLOTTENBURG GT 2;EnergySupplyMustRun;23,89;24,43;8,75;8,75;
-74;FlexPowerplant2;LAUSWARD E GT 2;EnergySupplyMustRun;23,89;24,43;7,75;7,75;
-74;FlexPowerplant2;LAUSWARD E GT 1;EnergySupplyMustRun;23,89;24,43;7,75;7,75;
-74;FlexPowerplant2;GERSTEINWERK G GT 1;EnergySupplyMustRun;23,89;24,43;7;7;
-74;FlexPowerplant2;BOXBERG P;EnergySupply;23,94;24,43;18,75;18,75;
-74;FlexPowerplant2;JANSCHWALDE A;EnergySupply;24,06;24,43;37,5;37,5;
-74;FlexPowerplant2;KLINGENBERG 4;EnergySupply;24,06;24,43;2,25;2,25;
-74;FlexPowerplant2;WEISWEILER H;EnergySupply;24,43;24,43;42,75;30,25;
-74;FlexPowerplant2;NEURATH D;EnergySupply;24,43;24,43;15;0;
-74;FlexPowerplant2;NEURATH E;EnergySupply;24,49;24,43;15;0;
-74;FlexPowerplant2;BOXBERG N;EnergySupply;24,55;24,43;12,5;0;
-74;FlexPowerplant2;HUNTORF CAES GT 4;EnergySupplyMustRun;24,62;24,43;9,25;0;
-74;FlexPowerplant2;HUNTORF CAES GT 3;EnergySupplyMustRun;24,62;24,43;9,25;0;
-74;FlexPowerplant2;HUNTORF CAES GT 2;EnergySupplyMustRun;24,62;24,43;9,25;0;
-74;FlexPowerplant2;HUNTORF CAES GT 1;EnergySupplyMustRun;24,62;24,43;9,25;0;
-74;FlexPowerplant2;NEURATH C;EnergySupply;25;24,43;7,5;0;
-74;FlexPowerplant2;NEURATH A;EnergySupply;25;24,43;7,5;0;
-74;FlexPowerplant2;NEURATH B;EnergySupply;25;24,43;7,5;0;
-74;FlexPowerplant2;WEISWEILER G;EnergySupply;25,07;24,43;15;0;
-74;FlexPowerplant2;NIEDERAUSSEM F;EnergySupply;25,61;24,43;8;0;
-74;FlexPowerplant2;NIEDERAUSSEM E;EnergySupply;25,61;24,43;7,83;0;
-74;FlexPowerplant2;FRIMMERSDORF Q;EnergySupply;25,61;24,43;7,5;0;
-74;FlexPowerplant2;GERSTEINWERK H GT 1;EnergySupplyMustRun;26,03;24,43;7;0;
-74;FlexPowerplant2;NIEDERAUSSEM C;EnergySupply;26,18;24,43;8,33;0;
-74;FlexPowerplant2;WEISWEILER E;EnergySupply;26,18;24,43;7,5;0;
-74;FlexPowerplant2;FRIMMERSDORF P;EnergySupply;26,25;24,43;7,5;0;
-74;FlexPowerplant2;WEISWEILER F;EnergySupply;26,25;24,43;7,5;0;
-74;FlexPowerplant2;NIEDERAUSSEM D;EnergySupply;26,25;24,43;7,5;0;
-74;FlexPowerplant2;NOSSENER 3;EnergySupply;26,25;24,43;0,67;0;
-74;FlexPowerplant2;NOSSENER 2;EnergySupply;26,25;24,43;0,67;0;
-74;FlexPowerplant2;NOSSENER 1;EnergySupply;26,25;24,43;0,67;0;
-74;FlexPowerplant2;FRIMMERSDORF M;EnergySupply;26,85;24,43;3,83;0;
-74;FlexPowerplant2;FRIMMERSDORF L;EnergySupply;26,85;24,43;3,83;0;
-74;FlexPowerplant2;OBERHAVEL 2;EnergySupply;26,85;24,43;2,5;0;
-74;FlexPowerplant2;FRIMMERSDORF O;EnergySupply;26,93;24,43;3,83;0;
-74;FlexPowerplant2;NIEDERAUSSEM B;EnergySupply;26,93;24,43;3,83;0;
-74;FlexPowerplant2;FRIMMERSDORF N;EnergySupply;26,93;24,43;3,83;0;
-74;FlexPowerplant2;NIEDERAUSSEM A;EnergySupply;26,93;24,43;3,83;0;
-74;FlexPowerplant2;MERKENICH (NORD) 3;EnergySupply;27,16;24,43;2,83;0;
-74;FlexPowerplant2;FRIMMERSDORF F;EnergySupply;27,64;24,43;3,83;0;
-74;FlexPowerplant2;FRIMMERSDORF E;EnergySupply;27,64;24,43;3,83;0;
-74;FlexPowerplant2;WEISWEILER D;EnergySupply;27,64;24,43;3,83;0;
-74;FlexPowerplant2;OBERHAVEL 1;EnergySupply;27,64;24,43;2,5;0;
-74;FlexPowerplant2;WEISWEILER C;EnergySupply;28,39;24,43;3,83;0;
-74;FlexPowerplant2;LICHTERFELDE 2;EnergySupplyMustRun;28,53;24,43;18,75;0;
-74;FlexPowerplant2;HASTEDT 14;EnergySupplyMustRun;28,53;24,43;18,75;0;
-74;FlexPowerplant2;MERKENICH (NORD) 2;EnergySupply;29,38;24,43;1,17;0;
-74;FlexPowerplant2;FREIMANN GT 2;EnergySupplyMustRun;30;24,43;10,25;0;
-74;FlexPowerplant2;FREIMANN GT 1;EnergySupplyMustRun;30;24,43;10,25;0;
-74;FlexPowerplant2;MOORBURG-A;EnergySupply;34,44;24,43;64,83;0;
-74;FlexPowerplant2;MOORBURG-B;EnergySupply;34,44;24,43;64,83;0;
-74;FlexPowerplant2;LUNEN-4 NO 1;EnergySupply;34,88;24,43;56,33;0;
-74;FlexPowerplant2;GKM 9;EnergySupply;35,25;24,43;68,33;0;
-74;FlexPowerplant2;WALSUM-10;EnergySupply;35,25;24,43;59,33;0;
-74;FlexPowerplant2;WESTFALEN-D;EnergySupply;35,32;24,43;61,5;0;
-74;FlexPowerplant2;RDK (KARLSRUHE) 8;EnergySupply;35,4;24,43;68,33;0;
-74;FlexPowerplant2;WESTFALEN-E;EnergySupply;35,4;24,43;61,5;0;
-74;FlexPowerplant2;WILHELMSHAVEN-C;EnergySupply;35,4;24,43;60;0;
-74;FlexPowerplant2;BREMEN-HAFEN 6;EnergySupply;35,4;24,43;24,83;0;
-74;FlexPowerplant2;GKM 6;EnergySupply;36,33;24,43;10,5;0;
-74;FlexPowerplant2;ROSTOCK 1;EnergySupply;36,97;24,43;20,67;0;
-74;FlexPowerplant2;ALTBACH-II NO 1;EnergySupply;37,31;24,43;26,17;0;
-74;FlexPowerplant2;WERNE (GERSTEIN K) 1;EnergySupply;37,99;24,43;25,17;0;
-74;FlexPowerplant2;ROMERBRUCKE 3;EnergySupply;37,99;24,43;2,67;0;
-74;FlexPowerplant2;STAUDINGER 5;EnergySupply;38,71;24,43;28,75;0;
-74;FlexPowerplant2;GKM 8;EnergySupply;38,71;24,43;27;0;
-74;FlexPowerplant2;MUNCHEN NORD 1;EnergySupply;38,71;24,43;16,17;0;
-74;FlexPowerplant2;TIEFSTACK ERSATZ 1;EnergySupply;38,71;24,43;6,83;0;
-74;FlexPowerplant2;WALSUM 09;EnergySupply;39,26;24,43;23;0;
-74;FlexPowerplant2;HKW OFFENBACH 1;EnergySupply;39,26;24,43;3,5;0;
-74;FlexPowerplant2;HERNE 4;EnergySupply;39,35;24,43;28,25;0;
-74;FlexPowerplant2;REUTER WEST B;EnergySupply;39,35;24,43;22,5;0;
-74;FlexPowerplant2;FENNE-C NO 1;EnergySupply;39,35;24,43;12;0;
-74;FlexPowerplant2;GKH HANNOVER 2;EnergySupply;39,35;24,43;8,5;0;
-74;FlexPowerplant2;GKH HANNOVER 1;EnergySupply;39,35;24,43;8,5;0;
-74;FlexPowerplant2;HASTEDT 15;EnergySupply;39,35;24,43;7,25;0;
-74;FlexPowerplant2;ELBERFELD 2;EnergySupply;39,35;24,43;5,75;0;
-74;FlexPowerplant2;HKW WEST 3;EnergySupply;39,35;24,43;4;0;
-74;FlexPowerplant2;HKW WEST 2;EnergySupply;39,35;24,43;4;0;
-74;FlexPowerplant2;PFORZHEIM-III NO 1;EnergySupply;39,35;24,43;1,75;0;
-74;FlexPowerplant2;MOABIT 3;EnergySupply;39,45;24,43;5,75;0;
-74;FlexPowerplant2;VOERDE B;EnergySupply;40,02;24,43;57;0;
-74;FlexPowerplant2;IBBENBUREN-B NO 1;EnergySupply;40,02;24,43;45,5;0;
-74;FlexPowerplant2;HEILBRONN 7;EnergySupply;40,02;24,43;42,75;0;
-74;FlexPowerplant2;RDK (KARLSRUHE) 7;EnergySupply;40,02;24,43;41,33;0;
-74;FlexPowerplant2;ZOLLING 5;EnergySupply;40,02;24,43;26,75;0;
-74;FlexPowerplant2;ALTBACH-I NO 5;EnergySupply;40,02;24,43;26;0;
-74;FlexPowerplant2;BUER 1;EnergySupply;40,02;24,43;4,5;0;
-74;FlexPowerplant2;HEYDEN 4;EnergySupply;40,22;24,43;51,25;0;
-74;FlexPowerplant2;ROMERBRUCKE 2;EnergySupply;40,22;24,43;4,17;0;
-74;FlexPowerplant2;VOERDE A;EnergySupply;40,82;24,43;57;0;
-74;FlexPowerplant2;GKM 7;EnergySupply;40,82;24,43;26,75;0;
-74;FlexPowerplant2;WERDOHL-ELVERLINGSEN E4;EnergySupply;40,82;24,43;17,75;0;
-74;FlexPowerplant2;FENNE-B NO 1;EnergySupply;40,82;24,43;11;0;
-74;FlexPowerplant2;SHAMROCK 3;EnergySupply;40,82;24,43;2;0;
-74;FlexPowerplant2;BEXBACH C 1;EnergySupply;40,92;24,43;43,5;0;
-74;FlexPowerplant2;SHAMROCK 4;EnergySupply;40,92;24,43;2;0;
-74;FlexPowerplant2;KARLSRUHE WEST 3;EnergySupply;41,02;24,43;2,25;0;
-74;FlexPowerplant2;FLENSBURG 11;EnergySupply;41,02;24,43;2,25;0;
-74;FlexPowerplant2;FLENSBURG 09;EnergySupply;41,02;24,43;2;0;
-74;FlexPowerplant2;KARLSRUHE WEST 2;EnergySupply;41,02;24,43;1,75;0;
-74;FlexPowerplant2;KARLSRUHE WEST 1;EnergySupply;41,02;24,43;1,75;0;
-74;FlexPowerplant2;KARLSRUHE WEST 4;EnergySupply;41,02;24,43;0,67;0;
-74;FlexPowerplant2;FLENSBURG 10;EnergySupply;41,23;24,43;2;0;
-74;FlexPowerplant2;MEHRUM 1;EnergySupply;41,64;24,43;42,25;0;
-74;FlexPowerplant2;SCHOLVEN F;EnergySupply;41,64;24,43;41,75;0;
-74;FlexPowerplant2;REUTER WEST A;EnergySupply;41,64;24,43;22,5;0;
-74;FlexPowerplant2;BERGKAMEN A;EnergySupply;41,86;24,43;58,33;0;
-74;FlexPowerplant2;MUNSTER NEUBAU 25;EnergySupply;41,86;24,43;4;0;
-74;FlexPowerplant2;WEIHER 3;EnergySupply;42,62;24,43;53;0;
-74;FlexPowerplant2;WILHELMSHAVEN A;EnergySupply;42,62;24,43;43,25;0;
-74;FlexPowerplant2;KASSEL SWEW 1;EnergySupply;42,95;24,43;2;0;
-74;FlexPowerplant2;ULM 3;EnergySupply;43,75;24,43;1;0;
-74;FlexPowerplant2;HOECHST 3;EnergySupply;44,11;24,43;3,5;0;
-74;FlexPowerplant2;HOECHST 2;EnergySupply;44,11;24,43;1;0;
-74;FlexPowerplant2;WEST (VOERDE) 1;EnergySupply;44,59;24,43;26,67;0;
-74;FlexPowerplant2;WEST (VOERDE) 2;EnergySupply;44,59;24,43;26,67;0;
-74;FlexPowerplant2;SCHOLVEN C;EnergySupply;44,59;24,43;20,75;0;
-74;FlexPowerplant2;SCHOLVEN E;EnergySupply;44,59;24,43;20,75;0;
-74;FlexPowerplant2;SCHOLVEN D;EnergySupply;44,59;24,43;20,75;0;
-74;FlexPowerplant2;KIEL-A;EnergySupply;44,59;24,43;20;0;
-74;FlexPowerplant2;LUNEN-2 NO 1;EnergySupply;44,59;24,43;19,75;0;
-74;FlexPowerplant2;FARGE 1;EnergySupply;44,59;24,43;19,75;0;
-74;FlexPowerplant2;WESTFALEN-C;EnergySupply;44,59;24,43;18;0;
-74;FlexPowerplant2;GKM 4;EnergySupply;44,59;24,43;12,5;0;
-74;FlexPowerplant2;SCHOLVEN B;EnergySupply;45,71;24,43;20,75;0;
-74;FlexPowerplant2;HERNE 3;EnergySupply;45,71;24,43;17;0;
-74;FlexPowerplant2;REUTER C;EnergySupply;45,71;24,43;9,83;0;
-74;FlexPowerplant2;BREMEN-HAFEN 5;EnergySupply;45,71;24,43;8;0;
-74;FlexPowerplant2;HEILBRONN 6;EnergySupply;45,71;24,43;7;0;
-74;FlexPowerplant2;WALHEIM 2;EnergySupply;45,71;24,43;5,75;0;
-74;FlexPowerplant2;WALHEIM 1;EnergySupply;46,89;24,43;9;0;
-74;FlexPowerplant2;HERNE 2;EnergySupply;46,89;24,43;8,5;0;
-74;FlexPowerplant2;HEILBRONN 5;EnergySupply;46,89;24,43;7;0;
-74;FlexPowerplant2;WEDEL 1 NEW;EnergySupply;48,14;24,43;8,5;0;
-74;FlexPowerplant2;LUNEN-1 NO 6;EnergySupply;48,14;24,43;8,5;0;
-74;FlexPowerplant2;WEDEL 2 NEW;EnergySupply;48,14;24,43;7,75;0;
-74;FlexPowerplant2;SHAMROCK 2;EnergySupply;49,46;24,43;1,5;0;
-74;FlexPowerplant2;WACHTBERG 1;EnergySupply;51,01;24,43;5;0;
-74;FlexPowerplant2;SHAMROCK 1;EnergySupply;51,01;24,43;1,5;0;
-74;FlexPowerplant2;BIELEFELD 4;EnergySupply;52,67;24,43;1,5;0;
-74;FlexPowerplant2;BIELEFELD 3;EnergySupply;52,67;24,43;1;0;
-74;FlexPowerplant2;BIELEFELD 2;EnergySupply;52,67;24,43;0,75;0;
-74;FlexPowerplant2;IRSCHING-5;EnergySupply;66,69;24,43;86;0;
-74;FlexPowerplant2;EMSLAND LINGEN-D;EnergySupply;67,22;24,43;85;0;
-74;FlexPowerplant2;IRSCHING-4 CCGT;EnergySupply;67,44;24,43;56,5;0;
-74;FlexPowerplant2;HKW SUD SAARBRUCKEN;EnergySupply;67,44;24,43;3,83;0;
-74;FlexPowerplant2;MITTELSBUREN CC 1;EnergySupply;68,54;24,43;44,5;0;
-74;FlexPowerplant2;MAINZ-III CC;EnergySupply;68,54;24,43;39,67;0;
-74;FlexPowerplant2;HAMM-UENTROP CC 1;EnergySupply;69,11;24,43;40;0;
-74;FlexPowerplant2;HAMM-UENTROP CC 2;EnergySupply;69,11;24,43;40;0;
-74;FlexPowerplant2;LEUNA REFINERY CC;EnergySupply;69,68;24,43;12,83;0;
-74;FlexPowerplant2;HKW NORD KARLSTRASSE CC;EnergySupply;69,68;24,43;9,5;0;
-74;FlexPowerplant2;LUDWIGSHAFEN KW SUD;EnergySupply;70,86;24,43;32,5;0;
-74;FlexPowerplant2;TIEFSTACK ERSATZ CC;EnergySupply;71,35;24,43;15,67;0;
-74;FlexPowerplant2;HOECHST BUSINESS PARK;EnergySupply;72,09;24,43;20;0;
-74;FlexPowerplant2;HERDECKE CUNO CC;EnergySupply;72,34;24,43;41,67;0;
-74;FlexPowerplant2;MUNCHEN SUD-7;EnergySupply;73,36;24,43;42,67;0;
-74;FlexPowerplant2;NIEHL-2;EnergySupply;73,36;24,43;40,5;0;
-74;FlexPowerplant2;DUISBURG-WANHEIM-B;EnergySupply;73,36;24,43;23;0;
-74;FlexPowerplant2;HAFEN MUNSTER CC;EnergySupply;73,36;24,43;10;0;
-74;FlexPowerplant2;LAUSWARD A CC;EnergySupply;73,36;24,43;9;0;
-74;FlexPowerplant2;BARMEN-I 1RP;EnergySupply;73,36;24,43;8,83;0;
-74;FlexPowerplant2;HKW NIEDERRAD-2;EnergySupply;73,36;24,43;7,5;0;
-74;FlexPowerplant2;ROMERBRUCKE;EnergySupply;73,36;24,43;6,17;0;
-74;FlexPowerplant2;DIESELSTRASSE CC-2;EnergySupply;73,36;24,43;3,83;0;
-74;FlexPowerplant2;MITSUBISHI HITEC;EnergySupply;73,36;24,43;3,83;0;
-74;FlexPowerplant2;DIESELSTRASSE CC-1;EnergySupply;73,36;24,43;3,83;0;
-74;FlexPowerplant2;ERLANGEN CC;EnergySupply;73,36;24,43;3;0;
-74;FlexPowerplant2;GKH LINDEN CC;EnergySupply;74,68;24,43;24,17;0;
-74;FlexPowerplant2;HALLE-TROTHA;EnergySupply;75,36;24,43;5,33;0;
-74;FlexPowerplant2;DORMAGEN RWE;EnergySupply;75,63;24,43;58;0;
-74;FlexPowerplant2;SANDREUTH 2;EnergySupply;76,05;24,43;7,5;0;
-74;FlexPowerplant2;SANDREUTH 1;EnergySupply;76,05;24,43;7,5;0;
-74;FlexPowerplant2;GROSSKAYNA GT 2;EnergySupplyMustRun;76,28;24,43;4,75;0;
-74;FlexPowerplant2;GROSSKAYNA GT 1;EnergySupplyMustRun;76,28;24,43;4,75;0;
-74;FlexPowerplant2;GROSSKAYNA GT 3;EnergySupplyMustRun;76,28;24,43;4,75;0;
-74;FlexPowerplant2;MARIENEHE 1;EnergySupplyMustRun;77,37;24,43;7,5;0;
-74;FlexPowerplant2;MARBACH 3 GT 1;EnergySupplyMustRun;77,37;24,43;7,5;0;
-74;FlexPowerplant2;FLENSBURG 12;EnergySupply;77,47;24,43;7,33;0;
-74;FlexPowerplant2;ERFURT-OST;EnergySupply;78,05;24,43;11,67;0;
-74;FlexPowerplant2;BITTERFELD ENVIA;EnergySupply;78,2;24,43;11,33;0;
-74;FlexPowerplant2;MERKENICH (NORD) CC;EnergySupply;78,2;24,43;11;0;
-74;FlexPowerplant2;RDK (KARLSRUHE) 4RP;EnergySupply;79,4;24,43;37,83;0;
-74;FlexPowerplant2;NEUBRANDENBURG GUD;EnergySupply;80,65;24,43;7,5;0;
-74;FlexPowerplant2;GERA NORD NEW-1;EnergySupply;80,65;24,43;3,67;0;
-74;FlexPowerplant2;GERA NORD NEW-2;EnergySupply;80,65;24,43;3,67;0;
-74;FlexPowerplant2;MITTE BERLIN CC;EnergySupply;80,8;24,43;38,67;0;
-74;FlexPowerplant2;NOSSENER BRUECKE;EnergySupply;82,09;24,43;26,83;0;
-74;FlexPowerplant2;JENA SUD;EnergySupply;82,09;24,43;19,5;0;
-74;FlexPowerplant2;FREIBURG WVK GT 1;EnergySupply;82,09;24,43;3,83;0;
-74;FlexPowerplant2;ROSTOCK-MARIENEHE CC-1;EnergySupply;82,09;24,43;3,67;0;
-74;FlexPowerplant2;ROSTOCK-MARIENEHE CC-3;EnergySupply;82,09;24,43;3,67;0;
-74;FlexPowerplant2;ROSTOCK-MARIENEHE CC-2;EnergySupply;82,09;24,43;3,67;0;
-74;FlexPowerplant2;LEIPZIG GUD;EnergySupply;83,59;24,43;17,17;0;
-74;FlexPowerplant2;KIRCHMOSER;EnergySupply;83,59;24,43;16,5;0;
-74;FlexPowerplant2;SCHWERIN-SUD;EnergySupply;83,59;24,43;7;0;
-74;FlexPowerplant2;LANKOW;EnergySupply;83,59;24,43;2,33;0;
-74;FlexPowerplant2;HEIZKRAFTWERK POTSDAM SUD;EnergySupply;83,76;24,43;8,17;0;
